separation,propensity,length,PredSS_r1_-1,PredSS_r1,PredSS_r1_1,PredSS_r2_-1,PredSS_r2,PredSS_freq_central_H,PredSS_freq_central_E,PredSS_freq_central_C,PredCN_freq_central_0,PredRCH_freq_central_0,PredRCH_freq_central_1,PredSA_freq_central_0,PredSA_freq_central_4,PredRCH_r1_-1,PredRCH_r1,PredRCH_r1_1,PredRCH_r2_-1,PredRCH_r2,PredRCH_r2_1,PredCN_r1_-1,PredCN_r1,PredCN_r1_1,PredCN_r2,PredSA_r1,PredSA_r2_-1,PredSA_r2,PredSA_r2_1,PredSS_freq_global_H,PredCN_freq_global_0,PredRCH_freq_global_0,PredRCH_freq_global_4,PredSA_freq_global_0,AA_freq_central_A,AA_freq_central_D,AA_freq_central_E,AA_freq_central_I,AA_freq_central_F,PSSM_r1_-4_A,PSSM_r1_-4_N,PSSM_r1_0_D,PSSM_r1_1_W,PSSM_r2_0_A,PSSM_central_-2_A,PSSM_central_-2_T,PSSM_central_0_H,PSSM_central_2_D,PSSM_central_2_V
19,0.90377045129954,97,H,C,C,C,C,0.0,0.278,0.722,0.0,0.278,0.167,0.222,0.111,0,0,0,0,3,1,0,1,1,4,4,3,0,3,0.268,0.175,0.32,0.041,0.237,0.111,0.0,0.167,0.0,0.0,-1,-3,1,-6,-5,-4,-3,-5,-5,-5
19,0.702588629368436,532,E,E,C,C,C,0.0,0.0,1.0,0.0,0.0,0.056,0.389,0.0,4,4,4,3,3,3,4,4,4,4,1,1,0,0,0.274,0.158,0.239,0.229,0.276,0.0,0.056,0.0,0.0,0.056,-5,-6,-6,-7,-5,0,2,-7,-7,6
81,0.734121565165707,149,E,E,E,E,E,0.125,0.362,0.512,0.35,0.388,0.1,0.212,0.35,3,3,3,3,3,3,2,3,3,4,0,0,0,0,0.242,0.356,0.376,0.027,0.228,0.013,0.075,0.037,0.1,0.062,1,0,-4,6,-2,0,-1,-2,-1,-3
69,-0.620222019076863,339,H,H,H,H,H,0.676,0.0,0.324,0.397,0.279,0.176,0.382,0.441,2,0,1,3,3,1,2,0,0,3,4,0,0,3,0.652,0.206,0.239,0.153,0.283,0.088,0.0,0.088,0.029,0.059,-2,2,2,0,-4,-5,-5,1,-1,-2
228,-0.437416444989226,390,C,C,C,H,H,0.493,0.079,0.427,0.066,0.141,0.075,0.458,0.101,3,3,1,3,2,0,3,3,2,1,1,2,2,4,0.469,0.11,0.205,0.249,0.349,0.128,0.048,0.053,0.048,0.026,-2,-7,-7,-5,1,-4,-2,-2,-2,1
64,-0.521950453129646,238,H,H,H,C,C,0.143,0.222,0.635,0.381,0.46,0.127,0.063,0.46,3,3,0,0,0,0,3,3,0,0,3,4,4,4,0.197,0.34,0.395,0.0,0.113,0.032,0.016,0.063,0.048,0.079,-2,-2,0,-4,-1,1,1,2,1,0
138,-0.296751891098694,249,E,E,E,C,C,0.241,0.204,0.555,0.058,0.139,0.146,0.358,0.066,4,4,4,3,4,4,4,4,4,4,1,2,0,0,0.281,0.064,0.145,0.229,0.365,0.095,0.066,0.058,0.051,0.051,-3,-4,-2,-5,1,2,6,-6,4,-5
34,0.5402079338809,133,H,H,H,H,H,0.667,0.0,0.333,0.091,0.152,0.273,0.212,0.152,3,3,3,1,3,3,4,4,3,3,1,3,0,1,0.654,0.068,0.15,0.008,0.241,0.091,0.03,0.091,0.03,0.03,4,-3,-4,-1,7,-7,-5,-2,-7,-2
40,-0.540039899458455,129,E,E,E,C,C,0.308,0.564,0.128,0.359,0.333,0.103,0.205,0.231,3,3,0,0,0,0,4,4,4,0,1,4,4,3,0.341,0.341,0.326,0.085,0.264,0.051,0.051,0.026,0.154,0.077,-1,0,-3,-4,-1,-1,-1,-1,-2,0
19,1.15934056238624,60,C,C,C,C,C,0.111,0.0,0.889,0.056,0.278,0.056,0.0,0.167,0,3,3,3,3,0,3,4,4,3,0,2,1,4,0.033,0.2,0.417,0.017,0.083,0.056,0.0,0.0,0.0,0.056,0,0,-5,-4,-4,-1,-1,1,0,0
275,-0.906490955401671,405,C,H,H,C,C,0.361,0.135,0.504,0.077,0.164,0.102,0.387,0.102,4,4,4,0,3,3,4,4,4,3,2,4,3,0,0.375,0.067,0.151,0.316,0.383,0.095,0.029,0.073,0.058,0.022,6,-4,-5,-6,-4,-2,5,-5,-6,1
20,-0.620222019076863,112,E,E,C,E,E,0.0,0.421,0.579,0.053,0.158,0.053,0.263,0.105,4,3,3,3,3,1,4,4,3,3,1,3,0,3,0.054,0.134,0.241,0.161,0.232,0.053,0.053,0.105,0.105,0.105,-1,-1,-2,-5,-2,1,-1,-2,3,-2
31,-0.098348783534432,193,E,E,E,C,C,0.367,0.133,0.5,0.067,0.167,0.067,0.333,0.133,3,3,3,3,3,4,3,4,4,4,0,1,3,0,0.513,0.13,0.192,0.238,0.332,0.167,0.0,0.067,0.033,0.067,1,4,-5,0,1,1,-1,0,1,-2
24,0.295432897894212,159,H,H,H,H,H,0.348,0.217,0.435,0.043,0.087,0.087,0.652,0.13,0,3,1,4,4,4,1,3,1,4,0,0,0,2,0.434,0.107,0.214,0.39,0.447,0.261,0.0,0.043,0.087,0.0,-4,-5,-4,-4,5,-1,-1,-4,-7,-4
135,-0.0033845481715603,137,X,C,E,C,C,0.201,0.44,0.358,0.112,0.179,0.097,0.269,0.127,X,0,3,0,3,0,X,3,3,3,4,4,2,4,0.197,0.109,0.19,0.073,0.263,0.082,0.045,0.097,0.015,0.06,0,0,-4,6,-1,0,-4,3,6,-7
38,1.2402254703743,157,E,E,E,C,C,0.27,0.135,0.595,0.297,0.351,0.189,0.162,0.324,4,4,3,1,3,0,4,4,4,4,0,3,1,4,0.338,0.172,0.261,0.14,0.274,0.027,0.081,0.054,0.054,0.0,0,-3,-7,-7,-4,-7,-6,-8,-7,-5
93,0.943238430903717,141,C,C,C,E,E,0.0,0.457,0.543,0.152,0.304,0.065,0.228,0.25,0,0,3,3,3,3,0,1,3,3,3,0,3,0,0.0,0.319,0.433,0.021,0.163,0.011,0.076,0.043,0.109,0.043,2,1,-1,3,0,-1,0,0,-6,5
56,1.11178457528051,157,E,E,E,C,C,0.273,0.109,0.618,0.091,0.2,0.127,0.273,0.145,4,4,4,3,3,1,4,4,4,3,0,3,0,3,0.28,0.134,0.268,0.096,0.261,0.073,0.055,0.073,0.018,0.018,1,-2,-6,-5,4,-1,-1,1,-1,-1
94,-0.215461546723741,145,H,H,H,E,E,0.28,0.28,0.441,0.118,0.172,0.14,0.398,0.194,3,1,3,3,3,0,1,1,3,4,3,0,0,4,0.248,0.124,0.186,0.124,0.386,0.118,0.043,0.097,0.065,0.022,-2,-3,-1,-4,-1,-3,-2,-1,-3,3
22,-0.257107278286766,185,C,E,E,C,C,0.0,0.19,0.81,0.333,0.381,0.333,0.0,0.286,0,2,3,0,1,3,1,2,3,1,3,4,3,1,0.081,0.195,0.303,0.124,0.178,0.0,0.095,0.0,0.048,0.0,-1,4,0,0,0,-2,-2,3,2,-5
87,-0.143784113262591,229,E,E,E,C,C,0.407,0.14,0.453,0.407,0.314,0.221,0.163,0.36,3,3,3,3,3,1,4,3,4,3,2,4,1,3,0.328,0.354,0.336,0.057,0.153,0.128,0.047,0.058,0.035,0.0,-2,3,-2,6,3,1,3,-3,-3,-3
8,0.467747687419113,119,H,C,C,C,C,0.0,0.0,1.0,0.0,0.0,0.0,0.571,0.0,1,3,3,4,4,4,1,3,3,4,0,1,0,0,0.429,0.101,0.193,0.176,0.353,0.143,0.286,0.143,0.0,0.143,-4,-2,-5,-5,-6,-3,-4,-6,0,-7
216,0.0317514100795258,477,C,C,C,C,C,0.293,0.13,0.577,0.2,0.237,0.093,0.284,0.26,0,0,0,4,4,4,0,0,0,4,4,1,1,4,0.419,0.201,0.243,0.176,0.252,0.056,0.065,0.047,0.088,0.033,-1,3,0,-3,-2,0,-1,0,-4,0
16,-0.189674686452012,136,E,E,E,C,C,0.0,0.8,0.2,0.0,0.267,0.2,0.067,0.2,0,3,3,0,0,1,1,3,3,0,3,4,4,3,0.346,0.206,0.272,0.074,0.265,0.067,0.067,0.0,0.133,0.067,0,-1,-1,-3,0,-4,-4,-4,2,-4
139,-0.586524082132086,188,C,C,E,C,C,0.399,0.225,0.377,0.181,0.261,0.138,0.326,0.188,0,1,3,4,4,4,1,3,4,4,3,1,4,2,0.399,0.165,0.25,0.25,0.303,0.051,0.051,0.087,0.094,0.036,0,0,1,-4,1,-1,0,2,-2,-1
17,-0.144929851277216,224,H,H,H,C,C,0.688,0.0,0.312,0.188,0.25,0.0,0.375,0.25,4,4,4,0,1,0,4,4,4,1,0,4,4,4,0.286,0.138,0.223,0.161,0.304,0.125,0.062,0.125,0.0,0.062,-4,-3,-7,3,0,2,4,0,-8,-3
87,-0.667642937365069,247,X,C,C,C,H,0.128,0.36,0.512,0.186,0.36,0.151,0.198,0.314,X,0,3,0,0,0,X,1,3,0,4,4,4,4,0.389,0.211,0.336,0.036,0.194,0.081,0.047,0.035,0.07,0.047,0,0,6,-5,1,0,0,-3,-1,-3
61,-0.256067555542816,546,C,C,C,C,C,0.333,0.2,0.467,0.083,0.2,0.133,0.267,0.133,3,3,3,1,0,0,3,3,3,1,1,3,3,4,0.333,0.09,0.172,0.374,0.407,0.15,0.05,0.083,0.05,0.017,-5,-4,0,-6,0,5,0,-5,-6,3
133,-0.228215338032845,242,H,H,H,C,E,0.182,0.242,0.576,0.106,0.265,0.129,0.318,0.205,2,0,3,3,3,3,2,0,2,4,4,3,1,1,0.198,0.095,0.236,0.174,0.306,0.197,0.068,0.038,0.03,0.038,2,-1,2,0,0,-2,0,-5,-1,-6
18,0.690944442931784,437,E,E,C,E,E,0.0,0.235,0.765,0.0,0.118,0.0,0.412,0.118,3,3,3,4,4,4,3,4,3,4,0,0,0,1,0.249,0.069,0.197,0.233,0.343,0.059,0.118,0.059,0.176,0.059,-4,-1,-7,-9,4,2,0,8,-6,-8
25,0.133333073273792,229,C,C,C,C,C,0.5,0.208,0.292,0.333,0.375,0.167,0.167,0.333,0,2,0,1,0,0,0,3,1,0,4,4,4,3,0.341,0.279,0.336,0.096,0.188,0.042,0.042,0.083,0.083,0.042,2,-1,-2,-4,-1,2,0,-1,4,-3
25,0.161795577266193,470,C,C,C,C,C,0.0,0.208,0.792,0.083,0.083,0.042,0.167,0.167,3,3,4,4,3,0,3,3,3,3,3,0,3,4,0.109,0.104,0.228,0.219,0.14,0.042,0.083,0.042,0.042,0.083,0,0,0,3,-1,2,0,-3,-1,-2
235,-0.755462394916418,711,H,H,H,H,C,0.543,0.064,0.393,0.449,0.35,0.214,0.098,0.415,3,1,3,1,1,0,3,0,3,0,3,3,4,4,0.387,0.405,0.342,0.006,0.139,0.073,0.034,0.098,0.06,0.06,1,-1,0,-2,-1,1,-1,-2,-4,2
31,0.053514712056863,168,C,E,E,E,E,0.533,0.133,0.333,0.333,0.4,0.133,0.167,0.267,4,4,4,3,3,3,4,4,4,4,0,0,0,2,0.244,0.107,0.185,0.214,0.25,0.1,0.1,0.067,0.1,0.067,-4,-1,-5,-7,-4,-4,-6,-5,-6,-6
73,-0.195098674905331,517,E,E,E,H,H,0.292,0.181,0.528,0.181,0.222,0.111,0.278,0.194,4,4,3,3,3,3,4,4,4,2,1,3,2,0,0.321,0.25,0.269,0.12,0.174,0.069,0.042,0.028,0.056,0.083,-1,-3,-5,-2,0,1,-1,-4,3,-4
77,1.11178457528051,185,H,H,C,C,C,0.079,0.382,0.539,0.118,0.289,0.171,0.197,0.237,0,0,3,0,2,0,0,1,3,3,4,4,4,3,0.114,0.178,0.324,0.016,0.168,0.066,0.079,0.079,0.105,0.0,2,1,0,-4,-1,-2,0,-6,-4,3
22,-0.219893050448415,217,C,C,C,H,H,0.286,0.0,0.714,0.095,0.333,0.143,0.095,0.143,0,3,3,0,3,3,1,2,4,3,3,3,2,0,0.461,0.124,0.263,0.161,0.3,0.143,0.143,0.095,0.0,0.0,1,-2,-3,-6,-5,-3,-5,-5,-5,-7
39,1.16304154068476,352,E,E,C,C,C,0.0,0.474,0.526,0.184,0.342,0.289,0.184,0.342,0,3,2,0,3,1,1,3,1,3,1,4,1,3,0.244,0.111,0.264,0.139,0.281,0.053,0.132,0.026,0.026,0.026,2,-1,-4,9,-3,-2,-2,-5,-3,1
20,-0.20707452348578,122,C,C,C,E,C,0.0,0.579,0.421,0.158,0.105,0.211,0.263,0.211,0,0,1,3,0,3,0,0,1,2,4,0,3,3,0.131,0.295,0.32,0.008,0.172,0.053,0.053,0.0,0.053,0.053,0,1,-1,-3,0,0,1,-2,-2,0
67,-0.260871550588057,105,E,E,E,E,E,0.0,0.455,0.545,0.212,0.364,0.167,0.106,0.288,3,1,3,3,3,3,4,2,3,3,3,0,2,0,0.0,0.2,0.333,0.0,0.124,0.106,0.03,0.091,0.03,0.03,0,-1,4,-5,0,-3,-2,0,-2,0
187,-0.104898000751839,865,E,C,C,C,C,0.145,0.328,0.527,0.156,0.247,0.167,0.231,0.22,3,3,0,0,3,0,3,3,1,3,0,4,2,4,0.394,0.168,0.238,0.129,0.242,0.081,0.07,0.086,0.048,0.048,-4,-5,-4,-4,-3,0,1,2,0,-1
274,0.173230799377485,517,C,C,C,C,C,0.311,0.205,0.484,0.227,0.249,0.15,0.194,0.216,4,3,3,1,0,3,4,4,3,0,0,4,4,3,0.321,0.25,0.269,0.12,0.174,0.077,0.092,0.037,0.044,0.062,-1,-2,-5,-6,0,1,1,2,-1,-1
37,-0.892407793453551,437,C,E,E,C,C,0.333,0.25,0.417,0.056,0.083,0.056,0.528,0.083,1,1,3,3,3,3,1,3,4,3,3,2,1,1,0.249,0.069,0.197,0.233,0.343,0.028,0.028,0.083,0.056,0.0,-1,2,0,-6,-4,3,2,-5,0,-6
140,-0.0133210157374004,954,E,C,C,C,C,0.0,0.302,0.698,0.194,0.266,0.129,0.029,0.317,3,3,3,0,0,3,3,4,3,0,0,4,4,3,0.181,0.155,0.239,0.138,0.156,0.129,0.05,0.058,0.036,0.029,-1,-1,-3,-8,0,-2,2,-1,-3,2
80,-0.543503555251413,220,C,C,C,C,C,0.0,0.468,0.532,0.127,0.165,0.063,0.367,0.203,4,4,4,0,3,3,4,4,3,3,0,4,0,3,0.105,0.105,0.145,0.382,0.318,0.152,0.051,0.051,0.038,0.038,-1,-2,-2,-4,3,-1,-3,-4,-1,-5
60,0.800869150326586,97,E,E,E,E,C,0.0,0.695,0.305,0.153,0.254,0.169,0.186,0.254,1,3,0,3,3,3,2,3,1,4,0,3,0,3,0.0,0.103,0.258,0.01,0.227,0.085,0.068,0.102,0.085,0.051,-3,-6,-6,-5,-3,-3,-4,2,1,-3
80,0.161958287099179,121,E,C,C,E,E,0.0,0.291,0.709,0.481,0.43,0.127,0.114,0.506,0,3,3,0,3,3,3,3,3,3,3,3,1,3,0.0,0.421,0.43,0.0,0.132,0.063,0.051,0.013,0.063,0.025,-1,-3,-1,11,-2,0,2,0,-2,-1
55,-0.578388162435103,362,H,H,H,C,H,0.37,0.056,0.574,0.111,0.148,0.056,0.278,0.093,3,3,3,0,0,0,1,3,2,0,0,3,4,4,0.268,0.13,0.24,0.16,0.196,0.13,0.074,0.056,0.037,0.019,-1,2,-3,-5,1,0,1,-4,2,-1
113,-0.264740238639843,292,H,H,H,C,C,0.366,0.036,0.598,0.598,0.473,0.259,0.045,0.643,0,0,1,0,1,0,1,0,1,0,4,4,4,4,0.247,0.555,0.493,0.0,0.055,0.098,0.045,0.062,0.045,0.018,1,1,3,2,1,-1,0,2,-5,-3
25,-0.212505703376357,172,C,C,C,E,E,0.0,0.458,0.542,0.0,0.292,0.125,0.167,0.25,0,0,1,3,3,1,1,0,1,3,4,0,3,3,0.012,0.547,0.628,0.0,0.087,0.125,0.042,0.0,0.0,0.083,-2,-3,-2,-3,-2,0,-1,2,-3,1
75,-0.186642774533391,157,C,C,C,C,C,0.162,0.419,0.419,0.122,0.23,0.162,0.216,0.162,1,0,2,0,1,0,0,0,2,1,3,4,3,4,0.268,0.274,0.312,0.083,0.191,0.041,0.068,0.081,0.068,0.068,0,-1,1,4,0,-3,-3,1,7,-5
139,-0.91658152710323,532,E,C,C,C,C,0.399,0.065,0.536,0.167,0.246,0.087,0.355,0.174,4,4,4,0,0,3,4,4,4,1,1,4,3,1,0.274,0.158,0.239,0.229,0.276,0.051,0.043,0.072,0.051,0.072,-5,-5,-1,-7,0,0,0,-1,-1,-1
38,0.702477190922726,315,E,E,E,E,E,0.0,0.676,0.324,0.189,0.243,0.162,0.324,0.216,3,4,3,3,3,3,4,4,4,3,0,0,0,3,0.044,0.187,0.26,0.121,0.232,0.054,0.054,0.108,0.054,0.054,-2,2,-4,-3,-2,-1,1,2,-3,-1
58,-0.0728073962006339,247,C,C,C,C,E,0.193,0.281,0.526,0.228,0.351,0.14,0.211,0.333,0,0,1,3,4,4,1,0,1,4,4,0,1,0,0.389,0.211,0.336,0.036,0.194,0.07,0.053,0.035,0.088,0.018,-1,2,1,1,-3,-1,1,-2,-3,-3
65,-0.798622390792186,270,C,C,C,E,E,0.0,0.094,0.906,0.219,0.344,0.125,0.031,0.391,0,0,3,3,3,3,0,0,3,3,4,0,3,0,0.0,0.189,0.326,0.148,0.163,0.062,0.031,0.016,0.047,0.047,0,0,6,11,-2,-3,0,-4,5,-2
26,0.0916735225847155,150,C,C,C,C,C,0.36,0.12,0.52,0.76,0.56,0.2,0.04,0.84,0,1,0,0,0,0,0,0,0,0,3,4,4,4,0.06,0.593,0.547,0.013,0.08,0.08,0.04,0.08,0.0,0.0,-1,2,-1,-2,0,-2,0,0,3,-1
117,0.147030704060682,154,C,C,C,C,C,0.25,0.259,0.491,0.017,0.164,0.103,0.328,0.129,0,3,3,0,3,1,3,4,4,3,1,3,1,3,0.188,0.013,0.156,0.247,0.338,0.112,0.086,0.009,0.069,0.034,0,0,-5,-5,1,0,-1,2,-7,2
68,-0.40721714290482,459,C,C,C,H,H,0.403,0.045,0.552,0.06,0.119,0.06,0.269,0.06,3,1,1,3,0,0,3,3,1,1,3,1,4,3,0.307,0.185,0.257,0.105,0.207,0.06,0.045,0.06,0.045,0.045,1,1,-5,-8,0,-1,1,2,-8,-9
30,-0.271137574296677,105,H,H,H,H,C,0.828,0.0,0.172,0.138,0.241,0.276,0.241,0.138,3,1,1,1,0,0,3,1,1,0,3,3,3,4,0.705,0.181,0.267,0.01,0.238,0.069,0.034,0.069,0.069,0.034,0,-3,2,-4,-3,-5,-5,-7,-1,-1
7,0.0976253763868929,207,E,C,C,H,H,0.333,0.0,0.667,0.0,0.0,0.0,0.833,0.0,4,4,4,4,4,4,4,4,4,4,0,0,0,2,0.28,0.135,0.256,0.14,0.261,0.167,0.0,0.0,0.0,0.0,-5,-8,-7,-3,-6,0,1,-5,1,-2
40,-1.44429440741442,209,E,E,E,H,H,0.59,0.128,0.282,0.051,0.154,0.051,0.487,0.103,3,4,4,3,1,3,4,4,4,1,1,2,3,0,0.435,0.096,0.187,0.23,0.368,0.077,0.077,0.103,0.154,0.077,0,-2,-5,-7,0,0,-2,-6,5,-6
79,0.155025238316715,391,H,H,C,H,H,0.628,0.0,0.372,0.308,0.333,0.128,0.231,0.321,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0.417,0.125,0.197,0.215,0.289,0.09,0.077,0.064,0.103,0.038,-3,-7,-8,-8,-1,-6,-3,-7,0,-7
17,-0.189674686452012,119,E,E,E,E,C,0.0,0.562,0.438,0.062,0.25,0.062,0.312,0.125,3,3,0,4,4,3,4,4,1,4,1,0,1,1,0.0,0.134,0.277,0.084,0.168,0.188,0.0,0.0,0.062,0.125,0,1,-2,0,-7,0,0,-3,-3,-2
402,-1.44429440741442,516,H,H,H,E,C,0.244,0.234,0.521,0.18,0.282,0.135,0.252,0.244,3,3,3,3,1,0,4,3,4,1,3,1,3,4,0.221,0.178,0.295,0.149,0.24,0.09,0.07,0.062,0.06,0.037,0,-1,-2,-5,-3,-1,-1,-2,0,-2
91,0.209386225225339,203,C,C,H,C,C,0.422,0.133,0.444,0.189,0.267,0.133,0.256,0.222,3,0,0,3,3,1,3,0,0,3,3,1,1,4,0.404,0.296,0.3,0.113,0.217,0.056,0.056,0.1,0.033,0.011,-2,-2,3,-4,-3,0,2,-2,1,-3
31,0.141851067468977,331,E,E,E,E,E,0.567,0.133,0.3,0.033,0.2,0.167,0.4,0.1,4,3,3,4,4,3,4,4,4,4,1,0,1,1,0.375,0.196,0.296,0.124,0.221,0.233,0.0,0.033,0.0,0.033,0,1,-4,-4,-6,-1,0,-5,-5,3
22,0.467747687419113,212,H,H,H,H,H,0.381,0.286,0.333,0.19,0.286,0.19,0.333,0.19,3,2,0,3,3,0,3,1,0,3,3,1,1,3,0.349,0.236,0.302,0.09,0.193,0.048,0.0,0.048,0.095,0.048,0,-1,-2,-4,-5,-4,-2,-4,-1,-3
178,0.551778417434986,299,H,H,C,H,H,0.508,0.141,0.35,0.153,0.249,0.107,0.328,0.203,3,2,0,3,3,3,3,2,0,3,4,3,0,1,0.452,0.144,0.254,0.161,0.311,0.102,0.073,0.062,0.056,0.023,0,-4,-1,-5,0,1,0,-1,-2,5
17,-0.158685575359271,170,H,H,H,C,C,0.062,0.0,0.938,0.062,0.188,0.125,0.125,0.125,3,3,3,3,3,3,3,3,3,4,1,0,0,3,0.347,0.076,0.218,0.135,0.271,0.062,0.0,0.125,0.062,0.125,0,-2,-6,-6,-5,-8,-7,-8,-7,-4
6,-0.788595512854148,66,E,E,C,E,E,0.0,0.2,0.8,0.2,0.4,0.2,0.0,0.4,0,0,3,3,3,3,2,1,3,4,3,3,1,0,0.303,0.242,0.333,0.0,0.167,0.0,0.0,0.0,0.0,0.2,1,-4,3,6,-3,-2,0,1,1,-4
40,-0.16854968894129,240,C,C,C,C,C,0.308,0.256,0.436,0.077,0.154,0.154,0.41,0.128,0,3,3,3,0,3,1,3,3,1,1,1,3,0,0.338,0.071,0.188,0.179,0.358,0.205,0.051,0.026,0.051,0.026,2,1,-5,-6,-3,-5,-5,2,-5,-7
12,0.945004830048894,76,C,E,E,E,E,0.0,0.364,0.636,0.0,0.273,0.0,0.273,0.273,3,3,3,4,4,4,3,4,4,4,0,0,0,2,0.289,0.25,0.329,0.118,0.184,0.182,0.0,0.0,0.0,0.0,3,-2,-6,-6,2,-2,-1,0,-6,0
12,1.11178457528051,110,C,C,C,C,C,0.0,0.0,1.0,0.818,0.818,0.0,0.0,0.818,0,0,0,3,3,0,0,0,0,3,4,1,3,4,0.227,0.336,0.391,0.0,0.136,0.0,0.273,0.0,0.091,0.0,3,-2,1,-3,0,-2,-1,0,-3,-1
19,-1.44429440741442,223,C,C,C,H,H,0.278,0.278,0.444,0.0,0.0,0.056,0.722,0.0,0,0,1,4,3,3,0,1,3,3,3,0,2,2,0.457,0.143,0.215,0.215,0.318,0.167,0.056,0.0,0.167,0.0,0,0,-2,-4,-1,-5,-5,-7,-5,-4
18,-0.458693071566617,180,E,C,C,C,C,0.0,0.0,1.0,0.0,0.294,0.176,0.412,0.0,3,3,1,3,1,3,4,3,3,3,3,0,2,0,0.056,0.017,0.283,0.011,0.367,0.059,0.059,0.0,0.0,0.0,-3,1,-2,-2,-5,-7,-1,0,-5,1
170,-0.513657674901729,317,C,C,H,C,C,0.396,0.183,0.42,0.124,0.225,0.077,0.284,0.207,3,3,3,0,3,3,3,3,3,1,3,4,3,1,0.353,0.142,0.23,0.262,0.268,0.154,0.071,0.065,0.041,0.041,-2,-2,7,-9,0,-1,-2,-6,-5,-5
75,-0.381820596156714,216,C,C,C,C,E,0.0,0.311,0.689,0.311,0.419,0.122,0.095,0.378,3,3,0,1,3,3,3,4,2,3,0,3,3,0,0.06,0.167,0.278,0.102,0.241,0.108,0.054,0.068,0.054,0.041,5,8,-9,-1,-1,-1,-4,-8,-9,3
586,0.0976253763868929,620,H,H,H,C,C,0.068,0.381,0.55,0.152,0.277,0.091,0.179,0.229,0,0,2,4,4,4,1,1,3,4,3,0,1,3,0.068,0.145,0.274,0.144,0.177,0.08,0.068,0.077,0.058,0.044,-2,-3,3,-8,1,-1,0,-1,-4,0
35,-0.277449028204251,155,H,H,H,E,E,0.206,0.265,0.529,0.353,0.324,0.118,0.118,0.412,0,1,3,3,3,3,0,1,3,4,3,3,0,0,0.187,0.232,0.303,0.013,0.174,0.059,0.118,0.088,0.029,0.0,0,0,-1,-2,1,-4,-2,7,-3,-2
129,-0.535980866669175,482,C,C,C,C,C,0.0,0.242,0.758,0.25,0.305,0.062,0.164,0.43,0,3,3,0,1,0,0,4,4,0,4,4,4,4,0.035,0.23,0.324,0.133,0.143,0.109,0.094,0.055,0.023,0.031,-1,-1,-2,-2,-2,-4,-3,-2,-2,-1
21,-0.586524082132086,71,H,H,H,C,C,0.2,0.0,0.8,0.2,0.45,0.1,0.1,0.3,3,1,1,0,0,0,3,3,1,1,3,4,4,3,0.366,0.113,0.296,0.085,0.296,0.05,0.15,0.05,0.1,0.0,0,-5,-2,-6,-1,0,-3,-3,-2,-7
82,0.423951901331434,162,H,H,H,H,H,0.79,0.0,0.21,0.222,0.296,0.173,0.284,0.272,0,3,3,3,3,3,0,2,3,4,3,1,0,1,0.704,0.34,0.395,0.006,0.21,0.049,0.049,0.062,0.049,0.074,0,-1,-2,-5,-2,1,1,2,-4,4
285,0.626348461004925,331,H,C,C,C,C,0.335,0.201,0.465,0.088,0.148,0.155,0.366,0.092,0,1,3,3,0,3,0,2,3,3,2,2,3,3,0.332,0.094,0.166,0.221,0.363,0.07,0.074,0.063,0.095,0.042,6,-3,-3,-6,1,-5,-4,-1,-4,-6
6,-0.513657674901729,209,C,C,C,C,H,0.0,0.0,1.0,0.4,0.2,0.4,0.2,0.2,3,0,1,0,3,1,3,0,1,3,4,3,1,3,0.239,0.421,0.354,0.053,0.187,0.0,0.2,0.0,0.0,0.2,4,-1,3,-3,1,0,4,-1,-3,3
16,0.702477190922726,92,H,H,H,E,E,0.333,0.4,0.267,0.267,0.267,0.0,0.267,0.333,3,1,0,4,4,3,3,2,0,4,3,0,0,0,0.38,0.098,0.174,0.207,0.413,0.2,0.133,0.067,0.067,0.0,-1,-4,-2,-3,-5,-3,-3,-4,-4,-5
10,-0.417886444197309,87,C,C,C,H,H,0.889,0.0,0.111,0.333,0.444,0.222,0.222,0.333,0,3,3,0,0,3,1,3,2,0,1,3,3,0,0.701,0.333,0.379,0.023,0.126,0.111,0.0,0.111,0.222,0.0,-1,0,-5,-3,1,0,1,1,1,-3
35,-0.479016067915334,517,H,H,H,H,H,0.794,0.0,0.206,0.353,0.176,0.235,0.147,0.206,3,4,4,1,3,3,3,4,4,1,0,3,3,0,0.321,0.25,0.269,0.12,0.174,0.118,0.118,0.029,0.059,0.118,-2,-1,-4,-3,-1,-2,-5,-4,-5,-2
21,-0.158685575359271,70,C,C,C,C,C,0.1,0.0,0.9,0.2,0.35,0.25,0.0,0.35,0,3,3,3,0,1,1,3,3,1,0,1,3,3,0.029,0.314,0.371,0.0,0.043,0.05,0.0,0.15,0.0,0.1,-5,-7,-7,-9,-1,-7,-7,4,-2,0
10,1.17960746355996,145,C,C,C,E,E,0.0,0.222,0.778,0.667,0.556,0.333,0.111,0.778,1,1,1,3,3,3,0,0,0,3,4,0,0,3,0.0,0.359,0.434,0.0,0.138,0.0,0.0,0.0,0.111,0.0,0,-1,0,-2,3,1,1,-1,0,-1
160,1.11178457528051,610,H,C,C,H,H,0.44,0.063,0.497,0.113,0.189,0.107,0.308,0.119,1,3,3,3,3,1,1,4,3,3,1,0,0,3,0.334,0.164,0.246,0.139,0.221,0.031,0.044,0.063,0.031,0.075,1,-4,-6,-2,-4,-2,0,4,0,0
